date,temp,precip_mm
2000-11-01,-0.156,0
2000-11-02,1.194,0.807
2000-11-03,2.949,5.519
2000-11-04,3.637,10.737
2000-11-05,0.3,0.995
2000-11-06,-3.111,0
2000-11-07,-5.756,0
2000-11-08,-3.998,0
2000-11-09,0.253,0
2000-11-10,-0.382,10.093
2000-11-11,-4.043,8.344
2000-11-12,-7.487,0
2000-11-13,-5.616,0
2000-11-14,-1.146,0
2000-11-15,-4.197,0
2000-11-16,-6.088,0
2000-11-17,-6.127,0
2000-11-18,-6.362,0
2000-11-19,-1.618,0
2000-11-20,0.795,0
2000-11-21,2.618,0
2000-11-22,3.736,3.399
2000-11-23,-1.492,0.731
2000-11-24,0.107,0
2000-11-25,-1.5,0
2000-11-26,1.129,0
2000-11-27,3.666,12.508
2000-11-28,3.645,0
2000-11-29,4.733,0
2000-11-30,1.555,0
2000-12-01,1.267,0
2000-12-02,1.013,0
2000-12-03,0.772,0
2000-12-04,0.556,0
2000-12-05,-0.395,0
2000-12-06,2.381,0
2000-12-07,1.964,0
2000-12-08,0.939,2.082
2000-12-09,-1.213,0
2000-12-10,-1.31,0
2000-12-11,-1.86,0
2000-12-12,-1.337,0
2000-12-13,-3.641,0
2000-12-14,-1.878,0
2000-12-15,-2.461,0
2000-12-16,-2.322,0
2000-12-17,-0.844,0
2000-12-18,-8.307,0
2000-12-19,-3.611,0
2000-12-20,-1.361,0
2000-12-21,-0.376,0
2000-12-22,1.363,0
2000-12-23,1.091,0
2000-12-24,0.795,3.862
2000-12-25,-4.121,30.409
2000-12-26,-7.307,0
2000-12-27,-5.631,0
2000-12-28,-1.404,0
2000-12-29,-2.849,0
2000-12-30,-2.539,0
2000-12-31,-2.896,0
2001-01-01,-2.979,0
2001-01-02,-3.912,0
2001-01-03,-3.376,0
2001-01-04,0.065,0
2001-01-05,1.083,0
2001-01-06,0.677,0
2001-01-07,-0.868,0
2001-01-08,-0.734,0
2001-01-09,-2.377,2.906
2001-01-10,-2.874,0
2001-01-11,-1.162,0.121
2001-01-12,-1.775,11.467
2001-01-13,-9.303,0
2001-01-14,-7.982,0
2001-01-15,-5.885,6.549
2001-01-16,-7.374,3.089
2001-01-17,-11.481,8.088
2001-01-18,-10.638,0
2001-01-19,-8.7,0
2001-01-20,-6.057,0
2001-01-21,-5.025,0
2001-01-22,-2.048,5.642
2001-01-23,-2.405,0
2001-01-24,-2.996,2.065
2001-01-25,-4.856,3.262
2001-01-26,-5.798,4.336
2001-01-27,-4.717,16.564
2001-01-28,-6.293,16.904
2001-01-29,-4.534,0
2001-01-30,-11.361,1.479
2001-01-31,-9.601,0
2001-02-01,-8.414,0
2001-02-02,-3.611,0
2001-02-03,0.431,0
2001-02-04,2.058,0
2001-02-05,3.157,0
2001-02-06,3.657,0
2001-02-07,2.818,4.749
2001-02-08,-6.1,23.137
2001-02-09,-5.787,0
2001-02-10,-2.111,0
2001-02-11,0.981,0
2001-02-12,1.625,0
2001-02-13,1.621,2.497
2001-02-14,-4.267,0
2001-02-15,-4.49,0
2001-02-16,-1.904,0
2001-02-17,1.419,0
2001-02-18,4.16,0
2001-02-19,3.88,0
2001-02-20,5.115,0
2001-02-21,3.547,0
2001-02-22,4.54,0
2001-02-23,-0.953,6.777
2001-02-24,-1.748,0
2001-02-25,1.103,5.851
2001-02-26,0.753,7.279
2001-02-27,1.918,4.796
2001-02-28,-3.328,6.082
2001-03-01,-2.783,0
2001-03-02,-1.102,0
2001-03-03,-3.427,0
2001-03-04,1.288,0
2001-03-05,4.693,0
2001-03-06,4.748,0
2001-03-07,2.439,15.401
2001-03-08,1.828,0
2001-03-09,2.482,0
2001-03-10,-1.921,4.938
2001-03-11,-2.891,8.775
2001-03-12,-0.814,0
2001-03-13,1.408,0
2001-03-14,1.322,0
2001-03-15,-1.22,0
2001-03-16,2.464,5.247
2001-03-17,-0.424,0
2001-03-18,1.25,0
2001-03-19,4.744,0
2001-03-20,7.375,0
2001-03-21,8.317,0
2001-03-22,7.367,0
2001-03-23,6.229,0
2001-03-24,6.922,0
2001-03-25,7.669,0
2001-03-26,6.363,0
2001-03-27,4.399,0
2001-03-28,2.815,0
2001-03-29,3.14,0
2001-03-30,4.129,0
2001-03-31,6.34,0
2001-04-01,8.956,0
2001-04-02,10.2,0
2001-04-03,9.279,0
2001-04-04,8.996,0
2001-04-05,6.49,8.166
2001-04-06,1.195,11.841
2001-04-07,4.583,0
2001-04-08,4.587,0
2001-04-09,5.863,0
2001-04-10,-0.797,6.55
2001-04-11,0.501,1.474
2001-04-12,0.541,0
2001-04-13,3.827,0
2001-04-14,5.956,0
2001-04-15,7.899,0
2001-04-16,9.818,0
2001-04-17,11.04,0
2001-04-18,12.492,0
2001-04-19,12.528,0
2001-04-20,8.496,0
2001-04-21,5.023,9.078
2001-04-22,1.034,5.079
2001-04-23,4.125,0
2001-04-24,8.048,0
2001-04-25,11.27,0
2001-04-26,11.848,0
2001-04-27,10.764,1.207
2001-04-28,10.759,0
2001-04-29,10.782,0
2001-04-30,11.772,0
2001-05-01,12.875,0
2001-05-02,10.296,0.49
2001-05-03,3.782,4.958
2001-05-04,2.849,0.878
2001-05-05,6.498,0
2001-05-06,8.784,0
2001-05-07,10.726,0
2001-05-08,12.411,0
2001-05-09,14.243,0
2001-05-10,14.892,0
2001-05-11,13.821,0
2001-05-12,13.984,0.148
2001-05-13,12.18,15.898
2001-05-14,11.069,9.366
2001-05-15,13.272,0
2001-05-16,15.143,0
2001-05-17,14.33,0
2001-05-18,15.329,0.369
2001-05-19,9.966,12.276
2001-05-20,12.735,0
2001-05-21,9.908,0
2001-05-22,11.586,0
2001-05-23,14.043,0
2001-05-24,15.59,0
2001-05-25,16.433,0
2001-05-26,17.471,0
2001-05-27,16.193,0
2001-05-28,14.394,0
2001-05-29,14.107,0
2001-05-30,15.408,0
2001-05-31,15.22,0
2001-06-01,17.312,0
2001-06-02,17.586,0
2001-06-03,15.592,0
2001-06-04,13.18,0
2001-06-05,14.086,0
2001-06-06,16.639,0
2001-06-07,19.106,0
2001-06-08,19.241,0
2001-06-09,18.649,0
2001-06-10,18.592,0
2001-06-11,18.426,0
2001-06-12,17.624,0.04
2001-06-13,10.216,0
2001-06-14,8.605,0
2001-06-15,13.183,0
2001-06-16,17.142,0
2001-06-17,18.103,0
2001-06-18,18.709,0
2001-06-19,18.856,0
2001-06-20,20.039,0
2001-06-21,19.84,0
2001-06-22,20.056,1.088
2001-06-23,20.697,0
2001-06-24,18.896,0
2001-06-25,19.284,1.122
2001-06-26,14.863,3.355
2001-06-27,16.426,0
2001-06-28,19.416,0
2001-06-29,20.49,0
2001-06-30,21.543,0
2001-07-01,21.453,0
2001-07-02,20.671,0
2001-07-03,20.651,0
2001-07-04,21.416,0
2001-07-05,21.12,0
2001-07-06,19.474,0
2001-07-07,18.782,3.432
2001-07-08,18.577,6.808
2001-07-09,19.184,2.364
2001-07-10,17.223,2.599
2001-07-11,17.807,2.725
2001-07-12,19.311,1.129
2001-07-13,20.068,1.302
2001-07-14,19.047,5.278
2001-07-15,17.692,4.414
2001-07-16,18.086,0
2001-07-17,17.033,0
2001-07-18,18.192,0
2001-07-19,19.123,0
2001-07-20,18.761,7.091
2001-07-21,20.239,0
2001-07-22,21.499,0
2001-07-23,20.854,0.011
2001-07-24,18.95,0.662
2001-07-25,18.713,1.794
2001-07-26,17.01,7.009
2001-07-27,18.062,0
2001-07-28,20.121,0
2001-07-29,21.387,0
2001-07-30,17.827,0
2001-07-31,18.994,6.106
2001-08-01,17.944,7.451
2001-08-02,18.264,12.001
2001-08-03,18.273,3.765
2001-08-04,18.825,13.888
2001-08-05,18.882,2.125
2001-08-06,20.295,0.591
2001-08-07,17.657,1.256
2001-08-08,17.423,10.876
2001-08-09,17.336,12.039
2001-08-10,16.685,1.039
2001-08-11,18.082,10.077
2001-08-12,18.503,13.921
2001-08-13,17.036,5.248
2001-08-14,16.519,3.538
2001-08-15,17.354,0.607
2001-08-16,17.131,0.411
2001-08-17,17.943,0
2001-08-18,18.325,0
2001-08-19,18.915,1.871
2001-08-20,17.405,0
2001-08-21,17.001,0
2001-08-22,15.445,0
2001-08-23,16.387,0
2001-08-24,17.452,0
2001-08-25,18.178,0
2001-08-26,19.194,0
2001-08-27,19.848,0
2001-08-28,19.24,1.281
2001-08-29,17.476,0.686
2001-08-30,15.213,2.992
2001-08-31,14.924,2.492
2001-09-01,15.575,0
2001-09-02,16.527,0
2001-09-03,16.83,0
2001-09-04,17.413,0
2001-09-05,18.013,0
2001-09-06,17.505,0
2001-09-07,14.008,0
2001-09-08,10.176,0
2001-09-09,11.886,0
2001-09-10,15.4,0
2001-09-11,16.274,0
2001-09-12,17.989,16.534
2001-09-13,16.573,1.297
2001-09-14,16.605,24.133
2001-09-15,16.322,0
2001-09-16,16.049,37.217
2001-09-17,14.85,6.518
2001-09-18,13.689,0
2001-09-19,14.846,0
2001-09-20,14.904,0
2001-09-21,15.055,0
2001-09-22,15.054,0
2001-09-23,15.513,0
2001-09-24,15.61,0
2001-09-25,15.091,0
2001-09-26,15.8,0
2001-09-27,15.805,0
2001-09-28,15.804,0
2001-09-29,15.044,0
2001-09-30,13.778,0
2001-10-01,12.31,0
2001-10-02,11.783,0
2001-10-03,12.865,0
2001-10-04,12.851,0
2001-10-05,12.308,0
2001-10-06,12.462,0.738
2001-10-07,10.394,0
2001-10-08,9.867,2.545
2001-10-09,8.056,0
2001-10-10,3.983,0
2001-10-11,5.217,0
2001-10-12,2.942,0
2001-10-13,6.637,13.081
2001-10-14,9.202,0
2001-10-15,9.511,0
2001-10-16,10.32,0
2001-10-17,11.062,0
2001-10-18,9.825,0.018
2001-10-19,10.093,0
2001-10-20,10.444,0
2001-10-21,9.892,0.71
2001-10-22,8.786,0
2001-10-23,9.377,0
2001-10-24,6.981,0
2001-10-25,8.583,0
2001-10-26,9.656,0
2001-10-27,11.666,0.428
2001-10-28,9.84,0
2001-10-29,9.841,0
2001-10-30,11.411,0
2001-10-31,10.037,0
2001-11-01,6.737,0
2001-11-02,7.355,0
2001-11-03,8.964,0
2001-11-04,11.136,0
2001-11-05,9.311,0
2001-11-06,7.871,0
2001-11-07,7.609,0.351
2001-11-08,7.36,0.366
2001-11-09,6.545,0
2001-11-10,7.539,0
2001-11-11,7.586,0
2001-11-12,7.374,0
2001-11-13,5.586,0
2001-11-14,3.806,0
2001-11-15,5.25,0
2001-11-16,5.887,0
2001-11-17,6.122,0
2001-11-18,4.233,0
2001-11-19,2.802,0
2001-11-20,3.04,0
2001-11-21,2.47,0
2001-11-22,3.26,3.505
2001-11-23,-3.809,11.547
2001-11-24,-2.083,6.697
2001-11-25,-4.309,10.736
2001-11-26,-5.627,0
2001-11-27,-8.752,0
2001-11-28,-8.015,0
2001-11-29,-3.09,2.38
2001-11-30,-5.369,2.494
2001-12-01,-2.5,0
2001-12-02,0.729,0
2001-12-03,0.809,0
2001-12-04,-0.771,5.371
2001-12-05,-5.71,0
2001-12-06,-3.982,0
2001-12-07,-5.154,0
2001-12-08,-5.259,0
2001-12-09,-4.339,0
2001-12-10,-3.727,1.894
2001-12-11,-7.053,3.649
2001-12-12,-12.397,0
2001-12-13,-9.747,0
2001-12-14,-6.375,0
2001-12-15,-9.174,3.79
2001-12-16,-7.818,0
2001-12-17,-4.097,0
2001-12-18,-4.278,0
2001-12-19,-1.179,0
2001-12-20,0.281,0
2001-12-21,-1.356,0
2001-12-22,-5.844,0
2001-12-23,-8.815,0
2001-12-24,-4.188,0
2001-12-25,-4.283,0
2001-12-26,-5.137,0
2001-12-27,-3.68,0
2001-12-28,-1.334,7.896
2001-12-29,0.075,9.204
2001-12-30,-1.996,17.626
2001-12-31,-2.223,5.091
2002-01-01,-4.366,0
2002-01-02,-5.684,0
2002-01-03,-3.75,0.12
2002-01-04,-4.552,0
2002-01-05,-4.651,0
2002-01-06,-1.767,0
2002-01-07,0.794,0
2002-01-08,3.243,0
2002-01-09,2.744,0
2002-01-10,-2.029,24.699
2002-01-11,-1.689,0
2002-01-12,0.904,0
2002-01-13,-1.886,0
2002-01-14,-2.092,0
2002-01-15,3.746,0
2002-01-16,-1.428,6.029
2002-01-17,-2.816,0
2002-01-18,-7.431,0
2002-01-19,-8.816,0
2002-01-20,-4.458,0
2002-01-21,-3.755,0
2002-01-22,1.892,0
2002-01-23,-7.583,0
2002-01-24,-8.441,0
2002-01-25,-3.363,0
2002-01-26,1.381,0
2002-01-27,1.967,0
2002-01-28,2.808,0
2002-01-29,-1.419,16.387
2002-01-30,-8.152,9.483
2002-01-31,-11.189,0
2002-02-01,-6.738,0
2002-02-02,-3.031,0
2002-02-03,-3.443,0
2002-02-04,-1.753,0
2002-02-05,-6.425,0
2002-02-06,-3.266,0
2002-02-07,-0.715,0
2002-02-08,-0.337,0
2002-02-09,-5.407,0
2002-02-10,-4.406,0
2002-02-11,0.54,0
2002-02-12,1.825,0
2002-02-13,-0.577,0
2002-02-14,0.752,0
2002-02-15,-0.74,0
2002-02-16,3.334,0
2002-02-17,3.921,0
2002-02-18,-0.718,12.127
2002-02-19,-1.143,0
2002-02-20,1.99,0
2002-02-21,0.648,0
2002-02-22,3.8,0
2002-02-23,5.58,0
2002-02-24,4.099,0
2002-02-25,-0.949,0
2002-02-26,-2.124,0
2002-02-27,0.082,0
2002-02-28,1.537,0
2002-03-01,-7.283,0
2002-03-02,-11.204,0
2002-03-03,-8.602,0
2002-03-04,-2.821,0
2002-03-05,-0.367,0
2002-03-06,3.79,0
2002-03-07,4.081,0
2002-03-08,-4.985,19.391
2002-03-09,-0.754,0
2002-03-10,4.5,0
2002-03-11,3.2,0
2002-03-12,5.912,0
2002-03-13,6.236,0
2002-03-14,-2.088,0
2002-03-15,-3.322,0
2002-03-16,-4.617,0
2002-03-17,-1.02,0
2002-03-18,-2.106,0
2002-03-19,0.354,0
2002-03-20,3.61,0
2002-03-21,6.099,0
2002-03-22,9.347,0
2002-03-23,7.306,0
2002-03-24,0.607,1.377
2002-03-25,0.062,0
2002-03-26,4.135,0
2002-03-27,6.082,0
2002-03-28,8.171,0
2002-03-29,2.784,13.142
2002-03-30,5.954,0
2002-03-31,8.553,0
2002-04-01,9.58,0
2002-04-02,9.57,0
2002-04-03,9.704,0
2002-04-04,10.598,0
2002-04-05,10.229,0
2002-04-06,7.372,17.815
2002-04-07,5.51,9.044
2002-04-08,7.892,0
2002-04-09,9.371,0
2002-04-10,10.192,0
2002-04-11,10.688,0
2002-04-12,9.995,0
2002-04-13,9.852,0
2002-04-14,11.764,0
2002-04-15,11.867,0.536
2002-04-16,8.359,0
2002-04-17,10.053,0
2002-04-18,10.268,0
2002-04-19,9.847,0
2002-04-20,1.6,0
2002-04-21,3.983,0
2002-04-22,8.016,0
2002-04-23,10.292,0
2002-04-24,12.08,0
2002-04-25,10.869,0
2002-04-26,9.81,0
2002-04-27,7.118,0
2002-04-28,10.164,0
2002-04-29,11.589,0
2002-04-30,12.708,0
2002-05-01,6.286,0
2002-05-02,5.266,0
2002-05-03,7.212,0
2002-05-04,9.273,0
2002-05-05,9.561,0
2002-05-06,10.304,0
2002-05-07,10.917,0
2002-05-08,9.391,0
2002-05-09,10.887,0
2002-05-10,12.789,0
2002-05-11,10.47,0
2002-05-12,8.656,0
2002-05-13,11.998,0
2002-05-14,13.867,0
2002-05-15,14.111,0
2002-05-16,13.219,0
2002-05-17,14.642,0
2002-05-18,15.291,0
2002-05-19,14.45,0
2002-05-20,14.473,0
2002-05-21,6.777,0
2002-05-22,6.626,0
2002-05-23,8.1,0
2002-05-24,9.564,0
2002-05-25,12.199,0
2002-05-26,13.795,0
2002-05-27,13.23,0
2002-05-28,14.489,0
2002-05-29,16.966,0
2002-05-30,19.087,0
2002-05-31,20.847,0
2002-06-01,19.907,0
2002-06-02,16.717,0
2002-06-03,14.063,0
2002-06-04,11.785,0
2002-06-05,14.194,0
2002-06-06,17.93,0
2002-06-07,19.299,0
2002-06-08,20.479,0
2002-06-09,18.278,0
2002-06-10,16.491,0
2002-06-11,15.654,0
2002-06-12,17.873,0
2002-06-13,18.678,0
2002-06-14,18.839,0
2002-06-15,19.763,0
2002-06-16,19.764,0
2002-06-17,20.408,0
2002-06-18,19.539,0
2002-06-19,20.388,0
2002-06-20,21.067,0
2002-06-21,18.881,3.134
2002-06-22,19.545,0
2002-06-23,19.158,0
2002-06-24,19.556,0
2002-06-25,20.403,0
2002-06-26,19.952,0
2002-06-27,20.462,0
2002-06-28,20.107,0
2002-06-29,20.086,0
2002-06-30,21.092,0
2002-07-01,21.784,0
2002-07-02,22.194,0.171
2002-07-03,18.372,1.624
2002-07-04,17.133,0
2002-07-05,18.695,0
2002-07-06,20.859,0
2002-07-07,21.072,0.997
2002-07-08,21.282,2.263
2002-07-09,20.611,0.397
2002-07-10,19.549,4.961
2002-07-11,20.112,0
2002-07-12,20.777,0
2002-07-13,21.588,0
2002-07-14,21.539,2.8
2002-07-15,19.694,0
2002-07-16,18.367,5.962
2002-07-17,18.795,2.966
2002-07-18,18.636,3.288
2002-07-19,18.177,1.474
2002-07-20,18.296,0
2002-07-21,19.851,1.514
2002-07-22,18.245,0.885
2002-07-23,17.943,1.263
2002-07-24,19.16,1.981
2002-07-25,19.804,6.935
2002-07-26,19.943,14.13
2002-07-27,18.232,3.665
2002-07-28,18.887,0
2002-07-29,19.997,0
2002-07-30,21.039,0
2002-07-31,20.803,0
2002-08-01,21.571,3.434
2002-08-02,15.562,6.778
2002-08-03,18.466,2.998
2002-08-04,17.46,12.638
2002-08-05,17.739,6.021
2002-08-06,16.435,2.049
2002-08-07,16.648,6.626
2002-08-08,18.561,0
2002-08-09,19.484,0
2002-08-10,20.23,0
2002-08-11,20.684,0
2002-08-12,20.952,0
2002-08-13,19.725,0
2002-08-14,20.328,0
2002-08-15,20.222,0
2002-08-16,19.767,0
2002-08-17,20.271,0
2002-08-18,21.284,0
2002-08-19,19.301,2.684
2002-08-20,16.656,6.195
2002-08-21,15.299,1.959
2002-08-22,16.385,0
2002-08-23,16.472,0
2002-08-24,16.379,0
2002-08-25,17.345,0
2002-08-26,18.817,0
2002-08-27,18.847,0
2002-08-28,17.037,13.106
2002-08-29,14.439,11.591
2002-08-30,16.075,0
2002-08-31,17.381,0
2002-09-01,17.368,0
2002-09-02,17.65,0
2002-09-03,15.444,0
2002-09-04,17.481,0
2002-09-05,17.798,0
2002-09-06,17.866,3.718
2002-09-07,16.559,20.554
2002-09-08,14.95,9.056
2002-09-09,15.004,15.019
2002-09-10,13.194,29.592
2002-09-11,12.552,5.225
2002-09-12,12.6,2.266
2002-09-13,11.882,0
2002-09-14,12.79,0
2002-09-15,12.298,0
2002-09-16,13.646,0
2002-09-17,16.65,1.878
2002-09-18,8.595,7.924
2002-09-19,8.633,0
2002-09-20,10.522,0
2002-09-21,12.406,0
2002-09-22,13.091,0
2002-09-23,13.642,0
2002-09-24,13.942,0
2002-09-25,15.593,0
2002-09-26,13.506,0
2002-09-27,12.304,0.958
2002-09-28,10.864,0
2002-09-29,10.218,0.563
2002-09-30,9.939,0
2002-10-01,8.986,8.475
2002-10-02,8.292,1.828
2002-10-03,3.08,0
2002-10-04,5.207,0
2002-10-05,8.353,0
2002-10-06,9.352,0
2002-10-07,9.894,0
2002-10-08,9.942,0
2002-10-09,9.676,0
2002-10-10,9.733,0
2002-10-11,10.274,0
2002-10-12,9.928,0
2002-10-13,9.064,5.627
2002-10-14,9.333,0
2002-10-15,9.67,0
2002-10-16,9.648,0
2002-10-17,7.132,11.474
2002-10-18,4.245,8.722
2002-10-19,6.816,0
2002-10-20,6.97,6.45
2002-10-21,6.415,9.933
2002-10-22,6.273,1.134
2002-10-23,5.758,21.433
2002-10-24,3.476,0
2002-10-25,4.223,0
2002-10-26,5.169,28.884
2002-10-27,2.029,0
2002-10-28,2.433,5.955
2002-10-29,1.468,1.317
2002-10-30,3.427,0
2002-10-31,4.087,0
2002-11-01,4.877,0
2002-11-02,4.881,0
2002-11-03,1.594,11.488
2002-11-04,1.507,0
2002-11-05,1.197,0
2002-11-06,3.818,0
2002-11-07,4.495,0
2002-11-08,5.802,22.711
2002-11-09,4.662,32.994
2002-11-10,1.228,9.222
2002-11-11,-0.59,0
2002-11-12,0.586,0
2002-11-13,2.279,0
2002-11-14,0.928,0
2002-11-15,-1.75,0
2002-11-16,0.319,0
2002-11-17,3.266,0
2002-11-18,0.698,0
2002-11-19,1.81,0
2002-11-20,3.859,0
2002-11-21,5.855,0
2002-11-22,6.019,0
2002-11-23,4.351,0
2002-11-24,2.278,0
2002-11-25,0.299,0
2002-11-26,-1.286,0
2002-11-27,-1.067,0
2002-11-28,0.415,0
2002-11-29,4.281,0
2002-11-30,2.776,6.024
2002-12-01,1.031,1.337
2002-12-02,-0.207,9.027
2002-12-03,-1.462,9.572
2002-12-04,-1.085,0
2002-12-05,-1.045,0
2002-12-06,0.408,0
2002-12-07,0.184,3.679
2002-12-08,-1.301,0
2002-12-09,-0.898,0
2002-12-10,-0.916,0
2002-12-11,-2.917,0
2002-12-12,-2.359,0
2002-12-13,-0.896,0
2002-12-14,-0.272,0
2002-12-15,0.491,0
2002-12-16,2.06,10.929
2002-12-17,-3.892,25.636
2002-12-18,-8.73,7.181
2002-12-19,-11.978,0
2002-12-20,-9.146,5.511
2002-12-21,-8.43,0
2002-12-22,-8.553,3.103
2002-12-23,-4.37,5.599
2002-12-24,-9.628,1.127
2002-12-25,-12.46,0
2002-12-26,-12.396,0
2002-12-27,-7.879,0
2002-12-28,-4.305,0
2002-12-29,-1.615,1.082
2002-12-30,-5.807,0
2002-12-31,-4.273,4.684
2003-01-01,-5.53,0
2003-01-02,-4.634,0
2003-01-03,-1.614,0
2003-01-04,0.612,0
2003-01-05,0.144,0
2003-01-06,0.688,0
2003-01-07,1.288,0
2003-01-08,1.496,0
2003-01-09,1.496,0
2003-01-10,2.285,0.471
2003-01-11,-0.335,0
2003-01-12,0.436,0
2003-01-13,1.965,0
2003-01-14,3.351,0
2003-01-15,0.123,0
2003-01-16,0.251,0
2003-01-17,0.946,0
2003-01-18,1.147,0
2003-01-19,1.693,0
2003-01-20,2.682,0
2003-01-21,3.921,0
2003-01-22,2.047,0
2003-01-23,2.818,0
2003-01-24,2.738,0
2003-01-25,0.927,0
2003-01-26,1.234,0
2003-01-27,3.709,0
2003-01-28,2.372,0
2003-01-29,1.197,0
2003-01-30,2.3,0
2003-01-31,6.177,0
2003-02-01,6.13,0
2003-02-02,1.006,0
2003-02-03,-3.205,0
2003-02-04,-1.43,0
2003-02-05,-3.241,0
2003-02-06,-5.84,0
2003-02-07,-5.046,0
2003-02-08,-3.879,0.738
2003-02-09,-4.951,0
2003-02-10,-1.88,0
2003-02-11,-0.359,0
2003-02-12,4.123,13.081
2003-02-13,4.299,10.472
2003-02-14,2.242,0
2003-02-15,2.537,0
2003-02-16,3.141,8.323
2003-02-17,4.389,4.126
2003-02-18,-0.445,7.846
2003-02-19,0.76,0.729
2003-02-20,0.505,2.581
2003-02-21,1.087,0
2003-02-22,0.298,0
2003-02-23,-1.379,0
2003-02-24,2.594,3.098
2003-02-25,1.498,16.16
2003-02-26,-0.276,25.37
2003-02-27,-1.271,14.088
2003-02-28,-2.257,9.989
2003-03-01,-3.29,1.767
2003-03-02,-4.639,0
2003-03-03,-1.594,0
2003-03-04,-0.702,10.941
2003-03-05,-3.078,0
2003-03-06,-0.429,0
2003-03-07,1.875,0
2003-03-08,2.733,0
2003-03-09,4.514,0
2003-03-10,4.726,0
2003-03-11,4.916,0
2003-03-12,5.239,0
2003-03-13,5.795,0
2003-03-14,6.207,0
2003-03-15,5.154,18.152
2003-03-16,2.284,19.097
2003-03-17,-0.953,4.915
2003-03-18,-1.195,1.158
2003-03-19,-0.832,7.933
2003-03-20,1.009,1.385
2003-03-21,0.266,0
2003-03-22,3.158,0
2003-03-23,5.288,0
2003-03-24,4.577,0
2003-03-25,3.329,0
2003-03-26,6.182,1.065
2003-03-27,-1.367,0
2003-03-28,-3.94,0
2003-03-29,-2.044,0
2003-03-30,3.873,46.086
2003-03-31,7.223,0
2003-04-01,10.144,0
2003-04-02,7.178,0
2003-04-03,1.947,0
2003-04-04,1.614,0
2003-04-05,1.46,0
2003-04-06,-0.095,0
2003-04-07,0.831,0
2003-04-08,4.56,0
2003-04-09,8.493,0
2003-04-10,9.661,0
2003-04-11,10.404,0
2003-04-12,10.565,0
2003-04-13,11.903,0
2003-04-14,9.927,13
2003-04-15,0.931,0
2003-04-16,5.825,0
2003-04-17,7.304,0
2003-04-18,4.086,0
2003-04-19,2.792,0
2003-04-20,6.264,9.495
2003-04-21,9.737,0
2003-04-22,5.402,0
2003-04-23,1.592,0
2003-04-24,7.031,0
2003-04-25,9.906,0
2003-04-26,11.265,0
2003-04-27,11.195,0
2003-04-28,10.587,0
2003-04-29,8.888,0
2003-04-30,7.17,0
2003-05-01,7.239,0
2003-05-02,10.796,0
2003-05-03,10.559,4.924
2003-05-04,6.681,0
2003-05-05,6.597,0
2003-05-06,7.707,0
2003-05-07,9.03,0
2003-05-08,8.684,0
2003-05-09,5.467,0
2003-05-10,4.03,0
2003-05-11,8.834,0
2003-05-12,12.836,0
2003-05-13,14.436,0
2003-05-14,14.325,5.998
2003-05-15,9.029,0
2003-05-16,13.819,0
2003-05-17,15.632,0
2003-05-18,12.781,0
2003-05-19,13.244,0
2003-05-20,13.608,0
2003-05-21,14.924,0
2003-05-22,16.696,0
2003-05-23,17.336,0
2003-05-24,17.432,0
2003-05-25,14.069,0
2003-05-26,16.038,0
2003-05-27,18.56,0
2003-05-28,17.653,0
2003-05-29,19.014,0
2003-05-30,18.438,0
2003-05-31,17.057,0.371
2003-06-01,17.65,0
2003-06-02,18.558,0
2003-06-03,19.24,0
2003-06-04,18.97,0
2003-06-05,15.029,0
2003-06-06,15.757,0
2003-06-07,16.592,0.248
2003-06-08,17.832,0
2003-06-09,16.49,0
2003-06-10,14.891,0
2003-06-11,14.055,0
2003-06-12,14.784,0
2003-06-13,15.808,0
2003-06-14,17.797,0
2003-06-15,18.99,0
2003-06-16,20.3,0
2003-06-17,17.631,1.992
2003-06-18,15.832,0.855
2003-06-19,15.485,0
2003-06-20,14.914,0
2003-06-21,17.22,0
2003-06-22,17.894,0
2003-06-23,18.823,0
2003-06-24,15.723,0
2003-06-25,14.827,0
2003-06-26,16.644,0
2003-06-27,18.709,0
2003-06-28,19.4,0
2003-06-29,19.921,0
2003-06-30,20.121,0
2003-07-01,20.563,0
2003-07-02,20.403,0
2003-07-03,20.556,0
2003-07-04,22.147,0
2003-07-05,22.116,0
2003-07-06,22.692,0
2003-07-07,20.877,0
2003-07-08,21.1,0
2003-07-09,21.869,0
2003-07-10,22.278,0
2003-07-11,22.825,0
2003-07-12,24.228,0
2003-07-13,23.373,0
2003-07-14,23.77,0
2003-07-15,23.056,2.772
2003-07-16,22.196,0
2003-07-17,21.683,0
2003-07-18,21.038,0
2003-07-19,22.077,2.125
2003-07-20,22.065,0.01
2003-07-21,21.75,0
2003-07-22,22.281,0
2003-07-23,22.198,0
2003-07-24,21.687,3.846
2003-07-25,22.064,0
2003-07-26,21.505,39.869
2003-07-27,19.873,15.434
2003-07-28,18.816,0.317
2003-07-29,19.611,0
2003-07-30,18.907,0.354
2003-07-31,19.842,4.04
2003-08-01,19.301,0
2003-08-02,18.466,27.342
2003-08-03,18.186,0.008
2003-08-04,19.499,0
2003-08-05,20.827,0
2003-08-06,20.8,0.901
2003-08-07,20.436,4.609
2003-08-08,20.038,0
2003-08-09,21.097,0
2003-08-10,21.686,0.886
2003-08-11,21.874,0
2003-08-12,20.936,0
2003-08-13,20.418,5.772
2003-08-14,18.669,2.555
2003-08-15,15.073,1.723
2003-08-16,14.58,1.109
